# Pantalla iluminando en blanco, ganancia 1, tiempo de integración 30s, temperatura 19°C, distintas intensidades de la pantalla
# esperanza	varianza	color
4.093319475695525853e+03	1.483372243773420678e+02	2.000000000000000000e+00
4.093567299257759714e+03	1.229221979457922203e+02	2.000000000000000000e+00
4.093735847801827276e+03	1.048905037080719609e+02	2.000000000000000000e+00
2.859099970154676612e+03	1.934737002620304793e+03	2.000000000000000000e+00
4.093845747365825900e+03	9.336284547655777999e+01	2.000000000000000000e+00
4.093992222698017031e+03	7.890592739377726161e+01	2.000000000000000000e+00
4.094130800049309528e+03	6.546823567129865751e+01	2.000000000000000000e+00
3.006840104653275375e+03	2.089854703448508189e+03	2.000000000000000000e+00
4.094232582658569299e+03	5.590771367400410696e+01	2.000000000000000000e+00
4.094327470998131503e+03	4.730442480548870776e+01	2.000000000000000000e+00
4.094449201313194408e+03	3.692669645801964862e+01	2.000000000000000000e+00
3.154080540200352971e+03	2.257525013068507633e+03	2.000000000000000000e+00
4.094510689167445435e+03	3.167536067162770053e+01	2.000000000000000000e+00
4.094580740034257360e+03	2.615389057660967254e+01	2.000000000000000000e+00
4.094647690880307437e+03	2.125208831740050996e+01	2.000000000000000000e+00
4.945807315997093383e+02	1.125597299433252232e+02	2.000000000000000000e+00
3.300016202442126087e+03	2.418290499380069832e+03	2.000000000000000000e+00
4.094709912864631860e+03	1.671495701384415966e+01	2.000000000000000000e+00
4.094759525848645353e+03	1.348879641693281606e+01	2.000000000000000000e+00
4.094799278197342574e+03	1.090268315750190276e+01	2.000000000000000000e+00
3.450698849008616435e+03	2.578694077882114470e+03	2.000000000000000000e+00
4.094846388067061071e+03	8.044751111004689648e+00	2.000000000000000000e+00
4.094875623832139354e+03	6.380147523607263338e+00	2.000000000000000000e+00
4.094902346426346867e+03	4.901528284379942590e+00	2.000000000000000000e+00
3.598849801463718450e+03	2.733770487088168011e+03	2.000000000000000000e+00
4.094931177008720169e+03	3.361764940042350602e+00	2.000000000000000000e+00
4.094945618576767174e+03	2.631126020092982909e+00	2.000000000000000000e+00
4.094961729212083355e+03	1.820344492437418582e+00	2.000000000000000000e+00
3.748480955439634727e+03	2.905630522672722691e+03	2.000000000000000000e+00
4.094985438401847659e+03	6.920278513779931640e-01	2.000000000000000000e+00
4.094992889351707618e+03	3.299994620380609089e-01	2.000000000000000000e+00
4.094996294962628326e+03	1.686016443372353457e-01	2.000000000000000000e+00
3.837179126115955569e+03	2.957043123725064561e+03	2.000000000000000000e+00
4.094998432796117413e+03	6.669957075873424179e-02	2.000000000000000000e+00
4.094999611037579143e+03	1.761215795769020820e-02	2.000000000000000000e+00
4.094999998053565832e+03	1.167860100740719609e-05	2.000000000000000000e+00
6.405466534309146027e+02	1.860748120642562355e+02	2.000000000000000000e+00
7.935219606431018065e+02	2.686120696350649268e+02	2.000000000000000000e+00
