# Pantalla iluminando en rojo, ganancia 1, tiempo de integración 30s, temperatura 19°C, distintas intensidades y tiempos de encendido de la pantalla
# esperanza	varianza	color
6.359954378827986829e+02	2.304857050123747513e+02	3.000000000000000000e+00
8.717404267881241822e+02	4.269488887465341804e+02	3.000000000000000000e+00
1.488545378516557776e+03	1.149366800439357803e+03	3.000000000000000000e+00
4.673869274239593210e+02	1.168394776466327158e+02	3.000000000000000000e+00
6.561075187506488646e+02	2.452562310994485983e+02	3.000000000000000000e+00
9.051502137833489314e+02	4.586297692694110992e+02	3.000000000000000000e+00
1.554982339029897275e+03	1.245509176632127719e+03	3.000000000000000000e+00
2.732137901614242423e+02	1.523443851669648730e+01	3.000000000000000000e+00
4.776525203077961237e+02	1.230972289654470302e+02	3.000000000000000000e+00
6.766955355289110230e+02	2.601564118654454205e+02	3.000000000000000000e+00
9.378449399200663947e+02	4.896501901253742517e+02	3.000000000000000000e+00
1.619901151640195167e+03	1.346169482609156603e+03	3.000000000000000000e+00
4.890833252231911388e+02	1.301722213030071202e+02	3.000000000000000000e+00
6.980272783011522506e+02	2.769674553778322661e+02	3.000000000000000000e+00
9.717254269178864661e+02	5.246442906669059312e+02	3.000000000000000000e+00
1.687579289616422784e+03	1.455111137635082287e+03	3.000000000000000000e+00
4.998532927177411125e+02	1.372134011921632180e+02	3.000000000000000000e+00
7.190939300451573217e+02	2.947882578198237979e+02	3.000000000000000000e+00
1.004950740618187524e+03	5.596139401047083766e+02	3.000000000000000000e+00
1.756446778651510385e+03	1.568007869631737321e+03	3.000000000000000000e+00
5.107312762768607968e+02	1.442814393954606373e+02	3.000000000000000000e+00
7.404021644347554911e+02	3.127364678575243602e+02	3.000000000000000000e+00
1.038642566568047414e+03	5.957545553923807802e+02	3.000000000000000000e+00
1.824550891791238428e+03	1.680935486818899108e+03	3.000000000000000000e+00
5.173486089484065360e+02	1.495299128111602727e+02	3.000000000000000000e+00
7.541835428994082804e+02	3.279560640283676776e+02	3.000000000000000000e+00
1.060041532038305832e+03	6.303500006036531431e+02	3.000000000000000000e+00
1.866862776718052601e+03	1.804998630258277217e+03	3.000000000000000000e+00
2.841348908050451314e+02	2.023128704364066976e+01	3.000000000000000000e+00
2.955896261548842290e+02	2.416327022513134892e+01	3.000000000000000000e+00
3.061612724488736603e+02	2.911839844315979065e+01	3.000000000000000000e+00
3.164322715535139423e+02	3.522629433267403698e+01	3.000000000000000000e+00
3.273495127426554632e+02	4.013687554115391265e+01	3.000000000000000000e+00
3.381230113931277970e+02	4.556714721200557250e+01	3.000000000000000000e+00
3.487888686676009797e+02	5.168281799886823791e+01	3.000000000000000000e+00
3.595441246885705482e+02	5.672286096369082742e+01	3.000000000000000000e+00
4.530235164927852338e+02	9.197553795089825712e+01	4.000000000000000000e+00
6.302325872002490996e+02	1.837379533084711341e+02	4.000000000000000000e+00
1.469892278171389989e+03	7.419884858680154593e+02	4.000000000000000000e+00
4.714557984272811950e+02	1.015106707927535012e+02	4.000000000000000000e+00
6.646375729912799670e+02	2.041200951347505281e+02	4.000000000000000000e+00
1.581589177177410875e+03	8.325408328561301232e+02	4.000000000000000000e+00
4.897962342987646593e+02	1.097697727498378697e+02	4.000000000000000000e+00
6.993423060702792782e+02	2.228702542117811163e+02	4.000000000000000000e+00
1.694278027353887637e+03	9.298568847155397634e+02	4.000000000000000000e+00
5.084835451702480782e+02	1.192042229061787282e+02	4.000000000000000000e+00
7.348158569500674275e+02	2.439567997094234215e+02	4.000000000000000000e+00
1.810691739009135290e+03	1.034676071587856995e+03	4.000000000000000000e+00
5.268632367253192115e+02	1.280832522974075971e+02	4.000000000000000000e+00
7.697598794508460287e+02	2.641598937672598026e+02	4.000000000000000000e+00
1.925022270450534734e+03	1.141208255843706866e+03	4.000000000000000000e+00
5.444362390350877376e+02	1.363851428597105837e+02	4.000000000000000000e+00
8.044968772708398319e+02	2.833542179034987498e+02	4.000000000000000000e+00
1.144902471646942786e+03	5.092706589226236247e+02	4.000000000000000000e+00
2.039182401640195167e+03	1.249373425375068564e+03	4.000000000000000000e+00
5.637784701676528130e+02	1.481657008880985416e+02	4.000000000000000000e+00
8.398355950897954472e+02	3.051254157467716936e+02	4.000000000000000000e+00
1.201415824185093015e+03	5.507540344103848611e+02	4.000000000000000000e+00
2.154676478641129506e+03	1.363570014715155367e+03	4.000000000000000000e+00
5.820569127608222288e+02	1.589135051372819021e+02	4.000000000000000000e+00
8.752675532674140868e+02	3.277740594539124572e+02	4.000000000000000000e+00
1.259627921922038922e+03	5.942381458697468588e+02	4.000000000000000000e+00
2.266956247729160168e+03	1.479811624161404552e+03	4.000000000000000000e+00
6.007232673492162576e+02	1.694410443254670895e+02	4.000000000000000000e+00
9.099442421234298308e+02	3.513746332604875420e+02	4.000000000000000000e+00
1.317105517491954743e+03	6.341403090153953599e+02	4.000000000000000000e+00
2.387458066023045831e+03	1.601254530470255986e+03	4.000000000000000000e+00
6.194209828843559080e+02	1.793916230036255968e+02	4.000000000000000000e+00
9.444292396579465958e+02	3.729298198711164218e+02	4.000000000000000000e+00
1.374468324055330640e+03	6.830982466085761189e+02	4.000000000000000000e+00
2.502484218312052235e+03	1.727763160571874550e+03	4.000000000000000000e+00
2.865013307121353705e+02	1.651017548447354244e+01	4.000000000000000000e+00
6.370079177696460420e+02	1.886311506510809579e+02	4.000000000000000000e+00
9.796958858870549420e+02	3.976653892299967197e+02	4.000000000000000000e+00
1.430735460137028895e+03	7.240641415976796225e+02	4.000000000000000000e+00
2.614836514455517317e+03	1.847877717483493143e+03	4.000000000000000000e+00
6.565658151017336195e+02	2.007447295423203855e+02	4.000000000000000000e+00
1.016363271761133547e+03	4.224946488434874823e+02	4.000000000000000000e+00
1.488962440958164734e+03	7.699556133503499495e+02	4.000000000000000000e+00
2.731772126738814677e+03	1.981152654709563421e+03	4.000000000000000000e+00
